#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	food_origin	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000370313.1|SAMEA3721041|GCA_900503345.1|Klebsiella pneumoniae|not available|EuSCAPE_RO113|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900503345.1	Contig	307293	5758088	111	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721041	"46c25f90-3608-11e5-998e-3c4a9275d6c6","ERS1028190","EuSCAPE_RO113"	NULL	2013	clinical	7174748	Romania	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO113	NULL	NULL	NULL	PDT000370313.1	2018-08-25	573	UJBV	UJBV00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370314.1|SAMEA3721042|GCA_900506185.1|Klebsiella pneumoniae|not available|EuSCAPE_RO114|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900506185.1	Contig	418749	5213517	143	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721042	"46c91650-3608-11e5-998e-3c4a9275d6c6","ERS1028191","EuSCAPE_RO114"	NULL	2013	clinical	7174768	Romania	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO114	NULL	NULL	NULL	PDT000370314.1	2018-08-25	573	UJMQ	UJMQ00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaSHV-1,emrD,fosA,oqxA,oqxB"	"blaSHV-1,fosA,oqxA,oqxB"	4	"arsC=HMM,asr=HMM,fieF,pcoC=PARTIAL_END_OF_CONTIG"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370315.1|SAMEA3721043|GCA_900505865.1|Klebsiella pneumoniae|not available|EuSCAPE_HR030|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505865.1	Contig	361413	5578244	96	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721043	"46c9d9a0-3608-11e5-a83d-3c4a9275d6c6","ERS1028192","EuSCAPE_HR030"	NULL	2013	clinical	7174788	Croatia	Homo sapiens	NULL	blood	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR030	NULL	NULL	NULL	PDT000370315.1	2018-08-25	573	UJLL	UJLL00000000.1	NULL	NULL	NULL	0	0	0	0	10	9	NULL	"blaSHV-11,blaTEM-1,catA1,emrD,fosA,fosA7=MISTRANSLATION,ompK35_E132K=POINT,oqxA,oqxB,tet(D)"	"blaSHV-11,blaTEM-1,catA1,fosA,fosA7=MISTRANSLATION,ompK35_E132K=POINT,oqxA,oqxB,tet(D)"	20	"arsC=HMM,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,psi-GI,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370316.1|SAMEA3721044|GCA_900509315.1|Klebsiella quasipneumoniae|not available|EuSCAPE_HR031|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900509315.1	Contig	428593	5510999	72	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721044	"46d0b770-3608-11e5-a83d-3c4a9275d6c6","ERS1028193","EuSCAPE_HR031"	NULL	2014	clinical	7174808	Croatia	Homo sapiens	NULL	Wound Secretion	NULL	NULL	NULL	NULL	Klebsiella quasipneumoniae	not available	NULL	1463165	NULL	NULL	EuSCAPE_HR031	NULL	NULL	NULL	PDT000370316.1	2018-08-25	1463165	UJYR	UJYR00000000.1	NULL	NULL	NULL	0	0	0	0	12	11	NULL	"acrR_V165I=POINT,acrR_Y114F=POINT,blaOKP-B-45,blaTEM-1,catA1,emrD,fosA,oqxA,oqxB,oqxR_D95E=POINT,ramR_T50IfsTer23=POINT,tet(D)"	"acrR_V165I=POINT,acrR_Y114F=POINT,blaOKP-B-45,blaTEM-1,catA1,fosA,oqxA,oqxB,oqxR_D95E=POINT,ramR_T50IfsTer23=POINT,tet(D)"	24	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370317.1|SAMEA3721045|GCA_900504885.1|Klebsiella pneumoniae|not available|EuSCAPE_RO115|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900504885.1	Contig	307293	5755910	110	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721045	"46d21700-3608-11e5-998e-3c4a9275d6c6","ERS1028194","EuSCAPE_RO115"	NULL	2013	clinical	7174828	Romania	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO115	NULL	NULL	NULL	PDT000370317.1	2018-08-25	573	UJHS	UJHS00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370318.1|SAMEA3721047|GCA_900505075.1|Klebsiella pneumoniae|not available|EuSCAPE_RO117|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505075.1	Contig	258227	5781356	177	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721047	"46e047d0-3608-11e5-998e-3c4a9275d6c6","ERS1028196","EuSCAPE_RO117"	NULL	2013	clinical	7174848	Romania	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO117	NULL	NULL	NULL	PDT000370318.1	2018-08-25	573	UJIK	UJIK00000000.1	NULL	NULL	NULL	0	0	0	0	26	25	NULL	"aac(3)-IIe,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aadA1,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,catB3=PARTIAL,dfrA14,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,qnrB1,sul2,tet(A),tet(D)"	"aac(3)-IIe,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aadA1,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,catB3=PARTIAL,dfrA14,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,qnrB1,sul2,tet(A),tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370319.1|SAMEA3721048|GCA_900505845.1|Klebsiella pneumoniae|not available|EuSCAPE_HR032|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505845.1	Contig	264289	5501804	90	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721048	"46e0e410-3608-11e5-a83d-3c4a9275d6c6","ERS1028197","EuSCAPE_HR032"	NULL	2014	clinical	7174868	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR032	NULL	NULL	NULL	PDT000370319.1	2018-08-25	573	UJLJ	UJLJ00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaSHV-11,emrD,fosA,oqxA,oqxB"	"blaSHV-11,fosA,oqxA,oqxB"	31	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hdeD-GI,hsp20,kefB-GI=MISTRANSLATION,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370320.1|SAMEA3721049|GCA_900505175.1|Klebsiella pneumoniae|not available|EuSCAPE_RO118|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505175.1	Contig	281210	5773719	138	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721049	"46e66250-3608-11e5-998e-3c4a9275d6c6","ERS1028198","EuSCAPE_RO118"	NULL	2013	clinical	7174888	Romania	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO118	NULL	NULL	NULL	PDT000370320.1	2018-08-25	573	UJIY	UJIY00000000.1	NULL	NULL	NULL	0	0	0	0	18	17	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370321.1|SAMEA3721050|GCA_900509765.1|Klebsiella variicola|not available|EuSCAPE_HR033|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900509765.1	Contig	378492	5585699	55	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721050	"46e725a0-3608-11e5-a83d-3c4a9275d6c6","ERS1028199","EuSCAPE_HR033"	NULL	2014	clinical	7174908	Croatia	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella variicola	not available	NULL	244366	NULL	NULL	EuSCAPE_HR033	NULL	NULL	NULL	PDT000370321.1	2018-08-25	244366	UKAR	UKAR00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaLEN-134,emrD,fosA,oqxA,oqxB15,oqxR_D95E=POINT,oqxR_V113I=POINT"	"blaLEN-134,fosA,oqxA,oqxB15,oqxR_D95E=POINT,oqxR_V113I=POINT"	3	"arsC=HMM,asr=HMM,fieF"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370322.1|SAMEA3721051|GCA_900505305.1|Klebsiella pneumoniae|not available|EuSCAPE_RO119|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505305.1	Contig	307293	5750840	103	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721051	"46ed6730-3608-11e5-998e-3c4a9275d6c6","ERS1028200","EuSCAPE_RO119"	NULL	2013	clinical	7174928	Romania	Homo sapiens	NULL	blood	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO119	NULL	NULL	NULL	PDT000370322.1	2018-08-25	573	UJJF	UJJF00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370323.1|SAMEA3721052|GCA_900505365.1|Klebsiella pneumoniae|not available|EuSCAPE_RO120|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505365.1	Contig	224214	6353542	1814	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721052	"46f4e140-3608-11e5-998e-3c4a9275d6c6","ERS1028201","EuSCAPE_RO120"	NULL	2013	clinical	7174948	Romania	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO120	NULL	NULL	NULL	PDT000370323.1	2018-08-25	573	UJJQ	UJJQ00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370324.1|SAMEA3721053|GCA_900505895.1|Klebsiella pneumoniae|not available|EuSCAPE_HR035|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505895.1	Contig	197211	5586185	116	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721053	"46f7a060-3608-11e5-a83d-3c4a9275d6c6","ERS1028202","EuSCAPE_HR035"	NULL	2014	clinical	7174988	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR035	NULL	NULL	NULL	PDT000370324.1	2018-08-25	573	UJLS	UJLS00000000.1	NULL	NULL	NULL	0	0	0	0	15	14	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaOXA-1,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,tet(A)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaOXA-1,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,tet(A)"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370325.1|SAMEA3721057|GCA_900505905.1|Klebsiella pneumoniae|not available|EuSCAPE_HR038|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505905.1	Contig	222955	5568257	92	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721057	"4707a5f0-3608-11e5-a83d-3c4a9275d6c6","ERS1028206","EuSCAPE_HR038"	NULL	2014	clinical	7175008	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR038	NULL	NULL	NULL	PDT000370325.1	2018-08-25	573	UJLQ	UJLQ00000000.1	NULL	NULL	NULL	0	0	0	0	21	20	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,sul2,tet(A)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,sul2,tet(A)"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370326.1|SAMEA3721058|GCA_900505475.1|Klebsiella pneumoniae|not available|EuSCAPE_RO122|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505475.1	Contig	323033	5791865	225	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721058	"4709c8d0-3608-11e5-998e-3c4a9275d6c6","ERS1028207","EuSCAPE_RO122"	NULL	2013	clinical	7175028	Romania	Homo sapiens	NULL	blood	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO122	NULL	NULL	NULL	PDT000370326.1	2018-08-25	573	UJJZ	UJJZ00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370327.1|SAMEA3721059|GCA_900505885.1|Klebsiella pneumoniae|not available|EuSCAPE_HR039|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505885.1	Contig	200302	5600837	88	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721059	"470e83c0-3608-11e5-a83d-3c4a9275d6c6","ERS1028208","EuSCAPE_HR039"	NULL	2014	clinical	7175048	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR039	NULL	NULL	NULL	PDT000370327.1	2018-08-25	573	UJLO	UJLO00000000.1	NULL	NULL	NULL	0	0	0	0	17	16	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mrx(A),oqxA,oqxB=MISTRANSLATION,parC_S80I=POINT,ramR_A19V=POINT,tet(A)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mrx(A),oqxA,oqxB=MISTRANSLATION,parC_S80I=POINT,ramR_A19V=POINT,tet(A)"	25	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370328.1|SAMEA3721060|GCA_900505575.1|Klebsiella pneumoniae|not available|EuSCAPE_RO123|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505575.1	Contig	326757	5574157	73	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721060	"47103170-3608-11e5-998e-3c4a9275d6c6","ERS1028209","EuSCAPE_RO123"	NULL	2013	clinical	7175068	Romania	Homo sapiens	NULL	blood	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO123	NULL	NULL	NULL	PDT000370328.1	2018-08-25	573	UJKF	UJKF00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	14	"arsC=HMM,asr=HMM,fieF,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
